Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
Fuselage,398.651376,379.448244,339.907880,330.831470
Wing,122.897232,102.409927,21.905206,18.665241
Wing,122.764652,102.277347,21.895585,18.653012
Horizontal_Tail,76.168343,61.279047,12.784273,10.517193
Vertical_Tail,64.376892,57.341661,8.940601,8.143165
BORGeom,14.118821,14.118821,3.080339,3.080339
BORGeom,14.118821,14.118821,3.080339,3.080339
Totals,813.096136,730.993868,411.594223,392.970760

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
Fuselage_S_Surf0,398.651376,379.448244
Wing_S_Surf0,89.834870,69.347566
Wing_S_Surf1,89.834109,69.346805
Horizontal_Tail_S_Surf0,30.950432,23.506621
Horizontal_Tail_S_Surf1,30.950432,23.506621
Vertical_Tail_S_Surf0,50.558915,43.523684
BORGeom_S_Surf0,14.118821,14.118821
BORGeom_S_Surf1,14.118821,14.118821
Wing_S_Surf0,Aileron,5.518107,5.518107
Wing_S_Surf0,Flaps,14.551815,14.551815
Wing_S_Surf0,Slats,12.992440,12.992440
Wing_S_Surf1,Aileron,5.386288,5.386288
Wing_S_Surf1,Flaps,14.551815,14.551815
Wing_S_Surf1,Slats,12.992440,12.992440
Horizontal_Tail_S_Surf0,Elevators,7.133739,7.132903
Horizontal_Tail_S_Surf1,Elevators,7.133739,7.132903
Vertical_Tail_S_Surf0,Rudder,13.817977,13.817977
